filename,class,xmin,ymin,xmax,ymax
253.png,Solar Panels,896,817,1025,1037
253.png,Solar Panels,897,539,1027,768
253.png,Body,908,762,1015,821
253.png,Large Antenna,802,778,853,809
253.png,Large Antenna,1070,777,1121,809
253.png,Small Antenna,848,775,1075,822
254.png,Solar Panels,871,819,986,1044
254.png,Solar Panels,874,539,988,787
254.png,Body,859,762,1022,822
254.png,Large Antenna,807,784,868,816
254.png,Large Antenna,1055,771,1085,802
254.png,Small Antenna,866,772,1060,825
255.png,Solar Panels,870,539,943,1053
255.png,Body,826,764,1035,823
255.png,Large Antenna,856,789,912,822
255.png,Small Antenna,907,770,1023,819
256.png,Body,828,766,1031,823
256.png,Large Antenna,934,791,974,824
256.png,Small Antenna,905,757,981,796
257.png,Solar Panels,874,539,939,1066
257.png,Body,823,765,999,826
257.png,Large Antenna,1011,789,1031,822
257.png,Small Antenna,939,767,1023,818
258.png,Solar Panels,872,829,987,1066
258.png,Solar Panels,871,539,987,782
258.png,Body,851,766,1012,829
258.png,Large Antenna,1057,785,1093,817
258.png,Large Antenna,813,772,861,803
258.png,Small Antenna,977,767,1060,815
259.png,Solar Panels,894,829,1029,1061
259.png,Solar Panels,892,539,1028,782
259.png,Body,905,767,1016,828
259.png,Large Antenna,1068,778,1123,810
259.png,Large Antenna,798,778,853,810
259.png,Small Antenna,1007,765,1074,811
259.png,Small Antenna,847,765,914,812
260.png,Solar Panels,935,830,1052,1066
260.png,Solar Panels,932,539,1049,782
260.png,Body,909,767,1071,829
260.png,Large Antenna,828,784,864,817
260.png,Large Antenna,1061,773,1108,803
260.png,Small Antenna,861,767,945,816
261.png,Solar Panels,980,539,1050,1066
261.png,Body,920,767,1098,826
261.png,Large Antenna,890,789,910,822
261.png,Small Antenna,899,767,983,819
262.png,Body,890,768,1094,824
262.png,Large Antenna,948,790,988,824
262.png,Small Antenna,941,757,1017,796
263.png,Solar Panels,982,539,1049,1053
263.png,Body,890,764,1096,824
263.png,Large Antenna,1010,788,1066,821
263.png,Small Antenna,900,769,1015,820
264.png,Solar Panels,936,819,1049,1045
264.png,Solar Panels,937,539,1049,772
264.png,Body,905,763,1062,823
264.png,Large Antenna,1055,783,1115,816
264.png,Large Antenna,838,772,867,802
264.png,Small Antenna,863,772,1058,817
265.png,Solar Panels,896,817,1025,1037
265.png,Solar Panels,897,539,1027,768
265.png,Body,908,762,1015,821
265.png,Large Antenna,802,778,853,809
265.png,Large Antenna,1070,777,1121,809
265.png,Small Antenna,848,775,1075,822
266.png,Solar Panels,680,554,1238,1022
266.png,Body,894,753,1024,828
266.png,Large Antenna,816,817,866,846
266.png,Large Antenna,1052,739,1101,770
266.png,Small Antenna,861,757,1057,832
267.png,Solar Panels,1003,788,1377,945
267.png,Solar Panels,537,633,925,790
267.png,Solar Panels,781,717,832,765
267.png,Body,897,754,1018,832
267.png,Large Antenna,861,847,915,872
267.png,Large Antenna,998,714,1052,744
267.png,Small Antenna,889,739,1033,851
268.png,Solar Panels,1033,755,1405,827
268.png,Solar Panels,507,754,863,826
268.png,Body,909,764,1003,827
268.png,Large Antenna,928,857,984,883
268.png,Large Antenna,927,706,984,736
268.png,Small Antenna,921,826,989,860
268.png,Small Antenna,898,733,1014,768
269.png,Solar Panels,535,791,914,947
269.png,Solar Panels,992,637,1377,793
269.png,Body,897,757,1016,834
269.png,Large Antenna,998,850,1052,875
269.png,Large Antenna,860,717,914,747
269.png,Small Antenna,880,744,1023,853
270.png,Solar Panels,677,559,1239,1027
270.png,Body,893,758,1023,832
270.png,Large Antenna,1051,822,1101,851
270.png,Large Antenna,815,745,865,776
270.png,Small Antenna,856,762,1059,837
271.png,Solar Panels,895,827,1025,1043
271.png,Solar Panels,897,544,1026,743
271.png,Body,907,768,1014,827
271.png,Large Antenna,801,784,852,815
271.png,Large Antenna,1069,783,1120,815
271.png,Small Antenna,847,781,1074,827
272.png,Solar Panels,684,559,1243,1028
272.png,Body,898,758,1028,833
272.png,Large Antenna,821,823,871,852
272.png,Large Antenna,1057,745,1106,776
272.png,Small Antenna,865,763,1061,837
273.png,Solar Panels,1011,792,1386,949
273.png,Solar Panels,545,636,930,793
273.png,Body,904,757,1025,835
273.png,Large Antenna,870,850,924,876
273.png,Large Antenna,1007,717,1061,747
273.png,Small Antenna,898,742,1041,855
274.png,Solar Panels,1013,756,1207,828
274.png,Solar Panels,1281,756,1415,828
274.png,Solar Panels,1212,756,1277,828
274.png,Solar Panels,517,754,905,826
274.png,Body,919,764,1013,827
274.png,Large Antenna,938,857,995,883
274.png,Large Antenna,937,706,994,737
274.png,Small Antenna,932,819,1000,860
274.png,Small Antenna,908,734,1024,776
275.png,Solar Panels,545,788,920,945
275.png,Solar Panels,1001,654,1327,791
275.png,Solar Panels,1268,634,1387,714
275.png,Body,906,755,1025,832
275.png,Large Antenna,1008,847,1062,873
275.png,Large Antenna,870,714,924,744
275.png,Small Antenna,889,741,1033,850
276.png,Solar Panels,683,555,1245,1022
276.png,Body,899,753,1029,829
276.png,Large Antenna,1057,817,1107,846
276.png,Large Antenna,821,740,871,771
276.png,Small Antenna,863,757,1066,832
277.png,Solar Panels,896,817,1025,1037
277.png,Solar Panels,897,539,1027,768
277.png,Body,908,762,1015,821
277.png,Large Antenna,802,778,853,809
277.png,Large Antenna,1070,777,1121,809
277.png,Small Antenna,848,775,1075,822
278.png,Solar Panels,890,827,1031,1066
278.png,Solar Panels,899,585,1026,762
278.png,Body,908,767,1015,837
278.png,Large Antenna,802,780,853,810
278.png,Large Antenna,1069,779,1121,810
278.png,Small Antenna,848,774,1075,811
279.png,Solar Panels,884,858,1037,1018
279.png,Solar Panels,899,675,1025,783
279.png,Body,908,771,1015,863
279.png,Large Antenna,802,785,847,810
279.png,Large Antenna,1069,784,1121,809
279.png,Small Antenna,1012,778,1074,806
279.png,Small Antenna,848,778,911,806
280.png,Solar Panels,881,842,1040,891
280.png,Body,908,760,1015,844
280.png,Large Antenna,802,790,849,811
280.png,Large Antenna,1069,789,1121,811
280.png,Small Antenna,1011,815,1028,832
280.png,Small Antenna,895,815,912,832
281.png,Solar Panels,901,850,1027,905
281.png,Solar Panels,882,731,1039,813
281.png,Body,907,814,1016,874
281.png,Large Antenna,1069,790,1123,813
281.png,Large Antenna,800,790,849,813
281.png,Small Antenna,1032,786,1072,802
282.png,Solar Panels,896,864,1029,1006
282.png,Solar Panels,886,602,1035,805
282.png,Body,906,774,1017,864
282.png,Large Antenna,1069,787,1123,815
282.png,Large Antenna,800,787,851,814
282.png,Small Antenna,848,782,912,812
282.png,Small Antenna,1011,781,1074,812
283.png,Solar Panels,894,835,1030,1067
283.png,Solar Panels,892,544,1028,783
283.png,Body,906,772,1017,834
283.png,Large Antenna,1069,785,1124,816
283.png,Large Antenna,799,784,854,816
283.png,Small Antenna,1008,771,1075,817
283.png,Small Antenna,848,771,915,818
284.png,Solar Panels,888,798,1037,1058
284.png,Solar Panels,894,559,1027,752
284.png,Body,906,753,1017,827
284.png,Large Antenna,1069,783,1124,814
284.png,Large Antenna,799,783,853,814
284.png,Small Antenna,848,783,912,822
284.png,Small Antenna,1011,782,1075,822
285.png,Solar Panels,884,793,1042,964
285.png,Solar Panels,896,628,1025,733
285.png,Body,907,728,1016,811
285.png,Large Antenna,1072,784,1123,809
285.png,Large Antenna,800,783,853,809
285.png,Small Antenna,1011,787,1075,814
285.png,Small Antenna,850,787,912,814
286.png,Solar Panels,883,771,1042,809
286.png,Body,908,722,1015,832
286.png,Large Antenna,1074,782,1122,804
286.png,Large Antenna,801,782,853,804
287.png,Solar Panels,900,809,1021,844
287.png,Solar Panels,886,653,1039,742
287.png,Body,908,741,1015,840
287.png,Large Antenna,1075,780,1122,803
287.png,Large Antenna,801,780,853,803
287.png,Small Antenna,1012,791,1075,810
287.png,Small Antenna,848,791,910,810
288.png,Solar Panels,897,739,1024,954
288.png,Solar Panels,891,557,1034,735
288.png,Body,908,734,1015,836
288.png,Large Antenna,802,779,853,806
288.png,Large Antenna,1076,778,1121,806
288.png,Small Antenna,848,781,1075,812
289.png,Solar Panels,1033,755,1405,827
289.png,Solar Panels,507,754,863,826
289.png,Body,909,764,1003,827
289.png,Large Antenna,928,857,984,883
289.png,Large Antenna,927,706,984,736
289.png,Small Antenna,921,826,989,860
289.png,Small Antenna,898,733,1014,768
290.png,Solar Panels,1013,756,1207,828
290.png,Solar Panels,1281,756,1415,828
290.png,Solar Panels,1212,756,1277,828
290.png,Solar Panels,517,754,905,826
290.png,Body,919,764,1013,827
290.png,Large Antenna,938,857,995,883
290.png,Large Antenna,937,706,994,737
290.png,Small Antenna,932,819,1000,860
290.png,Small Antenna,908,734,1024,776
291.png,Solar Panels,684,608,1202,956
291.png,Body,826,758,1009,837
291.png,Large Antenna,993,846,1029,877
291.png,Large Antenna,883,718,934,744
291.png,Small Antenna,915,740,1018,851
292.png,Solar Panels,825,575,998,998
292.png,Body,819,762,1041,844
292.png,Large Antenna,983,840,1012,871
292.png,Large Antenna,900,742,916,760
292.png,Small Antenna,976,806,1011,844
293.png,Solar Panels,1004,797,1219,867
293.png,Solar Panels,1061,806,1136,854
293.png,Solar Panels,543,748,890,840
293.png,Body,840,764,1036,856
293.png,Large Antenna,977,848,1018,882
293.png,Small Antenna,914,741,1009,849
294.png,Solar Panels,942,549,1104,1056
294.png,Body,887,767,1098,832
294.png,Large Antenna,940,789,980,823
294.png,Small Antenna,1005,763,1027,787
295.png,Solar Panels,514,703,1369,957
295.png,Solar Panels,584,892,628,934
295.png,Body,897,753,1016,869
295.png,Large Antenna,997,835,1055,868
295.png,Small Antenna,891,755,1036,840
296.png,Solar Panels,1005,788,1258,856
296.png,Solar Panels,516,761,898,843
296.png,Body,845,764,1032,853
296.png,Large Antenna,968,850,1014,884
296.png,Large Antenna,892,725,944,741
296.png,Small Antenna,914,740,1007,851
297.png,Solar Panels,545,613,1393,970
297.png,Solar Panels,611,640,671,685
297.png,Body,897,745,1038,832
297.png,Large Antenna,855,844,907,871
297.png,Large Antenna,1002,719,1058,748
297.png,Small Antenna,886,744,1024,848
298.png,Solar Panels,778,673,1070,987
298.png,Body,823,762,1019,850
298.png,Large Antenna,919,721,963,744
298.png,Small Antenna,947,743,996,850
299.png,Solar Panels,673,829,988,1015
299.png,Solar Panels,1053,640,1295,795
299.png,Body,887,762,1089,862
299.png,Large Antenna,944,741,991,762
299.png,Small Antenna,933,758,983,788
300.png,Solar Panels,884,752,925,838
300.png,Body,822,752,1036,828
300.png,Large Antenna,898,856,941,881
300.png,Large Antenna,972,707,1002,736
300.png,Small Antenna,931,736,1002,859
301.png,Solar Panels,510,761,865,778
301.png,Body,903,720,1009,836
301.png,Large Antenna,889,772,948,796
302.png,Solar Panels,807,622,1280,981
302.png,Solar Panels,835,645,913,719
302.png,Body,882,736,1099,833
302.png,Large Antenna,923,729,1017,856
302.png,Small Antenna,923,760,966,792
303.png,Solar Panels,559,612,1272,972
303.png,Body,863,726,1023,829
303.png,Large Antenna,1033,813,1079,835
303.png,Large Antenna,836,757,876,785
303.png,Small Antenna,976,799,1044,829
304.png,Solar Panels,866,731,943,889
304.png,Body,827,763,1035,830
304.png,Large Antenna,941,857,969,883
304.png,Large Antenna,939,708,975,734
304.png,Small Antenna,904,734,984,858
305.png,Solar Panels,689,765,856,837
305.png,Solar Panels,923,758,1195,845
305.png,Body,825,767,967,834
305.png,Large Antenna,943,858,985,889
305.png,Large Antenna,920,708,965,735
305.png,Small Antenna,926,734,984,860
306.png,Solar Panels,695,563,1183,1039
306.png,Body,868,767,1023,852
306.png,Large Antenna,809,800,864,831
306.png,Large Antenna,1056,760,1104,788
306.png,Small Antenna,856,764,1064,812
307.png,Solar Panels,728,572,1075,1062
307.png,Body,823,765,1017,848
307.png,Large Antenna,917,801,963,834
307.png,Small Antenna,886,778,992,825
308.png,Solar Panels,605,653,1353,1012
308.png,Body,898,753,1063,868
308.png,Large Antenna,880,763,1055,848
308.png,Small Antenna,895,768,1018,828
309.png,Solar Panels,600,698,1264,986
309.png,Body,899,769,1032,871
309.png,Large Antenna,1050,810,1103,840
309.png,Large Antenna,836,764,882,782
309.png,Small Antenna,872,768,1058,822
310.png,Solar Panels,625,732,1113,885
310.png,Body,845,764,1039,830
310.png,Large Antenna,943,857,984,886
310.png,Large Antenna,920,708,965,734
310.png,Small Antenna,925,734,991,860
311.png,Solar Panels,1014,769,1439,891
311.png,Solar Panels,1273,810,1300,859
311.png,Solar Panels,622,695,930,800
311.png,Solar Panels,561,685,637,758
311.png,Body,906,750,1039,832
311.png,Large Antenna,916,852,969,873
311.png,Large Antenna,964,711,1022,744
311.png,Small Antenna,918,741,1012,856
312.png,Solar Panels,654,644,1273,976
312.png,Body,838,746,1023,833
312.png,Large Antenna,860,848,916,874
312.png,Large Antenna,1017,717,1052,748
312.png,Small Antenna,901,745,1032,852
313.png,Solar Panels,856,727,1014,959
313.png,Body,843,752,1020,859
313.png,Large Antenna,1046,828,1071,857
313.png,Small Antenna,873,758,1051,834
314.png,Solar Panels,623,591,1368,963
314.png,Body,899,732,1060,831
314.png,Large Antenna,875,825,916,845
314.png,Large Antenna,999,732,1057,765
314.png,Small Antenna,892,755,1022,833
315.png,Solar Panels,923,583,1134,1000
315.png,Body,896,763,1098,849
315.png,Large Antenna,932,740,1002,867
315.png,Small Antenna,928,804,956,837
316.png,Solar Panels,994,661,1066,891
316.png,Body,889,756,1099,831
316.png,Large Antenna,961,857,1002,884
316.png,Large Antenna,939,710,973,738
316.png,Small Antenna,934,738,973,857
317.png,Solar Panels,772,735,1370,866
317.png,Solar Panels,494,704,797,805
317.png,Body,892,756,1015,830
317.png,Large Antenna,904,856,960,880
317.png,Large Antenna,970,708,1024,740
317.png,Small Antenna,917,736,1021,859
318.png,Solar Panels,813,601,1187,1062
318.png,Body,903,760,1099,855
318.png,Large Antenna,905,765,1040,835
318.png,Small Antenna,956,770,994,806
319.png,Solar Panels,554,655,1340,963
319.png,Body,901,754,1038,870
319.png,Large Antenna,849,830,900,862
319.png,Large Antenna,1033,744,1087,763
319.png,Small Antenna,885,755,1048,836
320.png,Solar Panels,542,610,1343,992
320.png,Body,894,745,1031,832
320.png,Large Antenna,1020,844,1075,870
320.png,Large Antenna,844,725,896,756
320.png,Small Antenna,878,749,1038,850
321.png,Solar Panels,604,571,1182,995
321.png,Solar Panels,1004,691,1023,710
321.png,Body,828,737,1038,826
321.png,Large Antenna,899,761,951,793
321.png,Small Antenna,926,774,998,826
322.png,Solar Panels,620,779,892,886
322.png,Solar Panels,979,750,1134,828
322.png,Body,842,765,1013,845
322.png,Large Antenna,985,854,1020,886
322.png,Large Antenna,889,717,940,737
322.png,Small Antenna,922,736,1013,856
323.png,Solar Panels,961,648,1067,1003
323.png,Body,895,762,1096,836
323.png,Large Antenna,956,849,987,875
323.png,Large Antenna,940,719,977,748
323.png,Small Antenna,933,744,970,853
324.png,Solar Panels,983,544,1062,1069
324.png,Body,899,772,1101,826
324.png,Large Antenna,987,779,1038,812
324.png,Small Antenna,915,779,990,818
325.png,Solar Panels,690,579,1209,1026
325.png,Body,898,735,1049,832
325.png,Large Antenna,1059,817,1113,842
325.png,Large Antenna,821,741,868,772
325.png,Small Antenna,864,760,1062,831
326.png,Solar Panels,693,556,1264,1026
326.png,Body,896,759,1075,832
326.png,Large Antenna,843,826,882,857
326.png,Large Antenna,1028,735,1084,764
326.png,Small Antenna,871,798,934,837
327.png,Solar Panels,512,768,872,868
327.png,Solar Panels,1013,741,1213,824
327.png,Solar Panels,1199,724,1419,812
327.png,Body,916,764,1017,829
327.png,Large Antenna,958,857,1016,886
327.png,Large Antenna,918,708,974,736
327.png,Small Antenna,916,818,1030,860
327.png,Small Antenna,901,734,1015,775
328.png,Solar Panels,746,572,1139,1032
328.png,Body,899,734,1026,833
328.png,Large Antenna,1066,799,1120,826
328.png,Large Antenna,807,758,860,788
328.png,Small Antenna,856,769,1070,823
329.png,Solar Panels,492,762,928,874
329.png,Solar Panels,1018,685,1418,787
329.png,Body,910,727,1021,834
329.png,Large Antenna,982,844,1040,862
329.png,Large Antenna,896,721,949,749
329.png,Small Antenna,952,813,1024,847
330.png,Solar Panels,576,782,970,897
330.png,Solar Panels,1068,732,1354,830
330.png,Body,897,763,1073,849
330.png,Large Antenna,938,852,989,884
330.png,Large Antenna,947,713,1000,738
330.png,Small Antenna,931,736,993,855
331.png,Solar Panels,1013,783,1403,923
331.png,Solar Panels,528,661,927,801
331.png,Body,906,759,1021,834
331.png,Large Antenna,885,853,940,879
331.png,Large Antenna,991,713,1047,743
331.png,Small Antenna,905,739,1039,858
332.png,Solar Panels,721,575,1100,1059
332.png,Body,848,761,1020,834
332.png,Large Antenna,1045,813,1074,843
332.png,Large Antenna,823,745,881,774
332.png,Small Antenna,874,756,1053,829
333.png,Solar Panels,738,774,1193,889
333.png,Body,902,758,1088,870
333.png,Body,997,789,1023,805
333.png,Small Antenna,974,753,1030,779
334.png,Solar Panels,646,779,868,873
334.png,Solar Panels,939,717,1270,832
334.png,Body,833,764,995,844
334.png,Large Antenna,980,854,1019,887
334.png,Large Antenna,896,712,948,737
334.png,Small Antenna,925,734,1014,857
335.png,Solar Panels,555,783,965,902
335.png,Solar Panels,1062,725,1367,828
335.png,Body,898,763,1067,849
335.png,Large Antenna,944,852,997,884
335.png,Large Antenna,940,713,992,738
335.png,Small Antenna,930,735,991,856
336.png,Solar Panels,568,619,1325,1011
336.png,Body,845,759,1027,856
336.png,Large Antenna,866,841,919,861
336.png,Large Antenna,995,733,1040,756
336.png,Small Antenna,958,749,1020,810
337.png,Solar Panels,564,701,1379,865
337.png,Solar Panels,1124,781,1306,847
337.png,Body,860,726,1017,837
337.png,Large Antenna,854,843,913,860
337.png,Large Antenna,999,722,1045,753
337.png,Small Antenna,890,750,1020,846
338.png,Solar Panels,622,714,1117,889
338.png,Body,832,751,1040,831
338.png,Large Antenna,919,856,963,880
338.png,Large Antenna,945,707,986,736
338.png,Small Antenna,935,736,993,857
339.png,Solar Panels,852,542,966,1068
339.png,Body,823,770,1033,833
339.png,Large Antenna,1016,801,1035,834
339.png,Small Antenna,944,775,1028,827
340.png,Solar Panels,848,722,1115,846
340.png,Body,952,728,1089,802
340.png,Large Antenna,860,724,887,755
340.png,Small Antenna,988,822,1038,846
340.png,Small Antenna,880,751,901,768
341.png,Solar Panels,1071,804,1364,929
341.png,Solar Panels,693,628,917,731
341.png,Solar Panels,639,603,694,633
341.png,Body,911,724,1072,839
341.png,Large Antenna,954,778,1010,804
342.png,Solar Panels,719,540,1130,1057
342.png,Body,841,752,1021,825
342.png,Large Antenna,1048,798,1082,830
342.png,Large Antenna,829,758,862,786
342.png,Small Antenna,992,784,1054,823
343.png,Solar Panels,801,705,1298,875
343.png,Body,883,763,1092,837
343.png,Large Antenna,946,859,989,888
343.png,Large Antenna,949,712,991,737
343.png,Small Antenna,934,735,991,859
344.png,Solar Panels,1040,804,1415,954
344.png,Solar Panels,615,693,1045,857
344.png,Body,897,762,1054,854
344.png,Large Antenna,873,849,921,882
344.png,Large Antenna,1007,726,1063,747
344.png,Small Antenna,896,743,1030,854
345.png,Solar Panels,775,711,1296,910
345.png,Body,884,766,1092,872
345.png,Large Antenna,871,829,904,862
345.png,Small Antenna,893,756,1030,833
346.png,Solar Panels,923,538,1114,1022
346.png,Body,888,754,1094,829
346.png,Large Antenna,1022,813,1079,843
346.png,Large Antenna,885,747,904,776
346.png,Small Antenna,893,760,1028,831
347.png,Solar Panels,813,698,1129,991
347.png,Body,896,767,1072,866
347.png,Large Antenna,842,811,872,838
347.png,Large Antenna,1051,761,1111,780
347.png,Small Antenna,866,766,1052,820
348.png,Solar Panels,751,739,1209,873
348.png,Body,956,763,1095,829
348.png,Large Antenna,952,860,996,888
348.png,Large Antenna,933,707,974,737
348.png,Small Antenna,925,735,994,862
349.png,Solar Panels,1072,763,1231,842
349.png,Solar Panels,732,735,999,832
349.png,Body,959,764,1095,827
349.png,Large Antenna,944,859,988,888
349.png,Large Antenna,950,707,993,736
349.png,Small Antenna,934,734,992,860
350.png,Solar Panels,649,587,1164,996
350.png,Body,842,731,1021,835
350.png,Large Antenna,839,780,873,806
350.png,Large Antenna,1040,779,1073,806
350.png,Small Antenna,988,781,1046,812
351.png,Solar Panels,1012,780,1331,905
351.png,Solar Panels,507,668,909,806
351.png,Body,875,755,1014,833
351.png,Large Antenna,885,855,943,882
351.png,Large Antenna,988,712,1036,742
351.png,Small Antenna,910,738,1024,859
352.png,Solar Panels,674,598,1135,1055
352.png,Body,849,763,1028,845
352.png,Large Antenna,1042,825,1075,857
352.png,Large Antenna,818,744,876,771
352.png,Small Antenna,867,759,1050,838
353.png,Solar Panels,667,550,1144,1025
353.png,Body,830,749,1022,828
353.png,Large Antenna,1017,805,1039,830
353.png,Large Antenna,845,761,904,794
353.png,Small Antenna,891,771,1026,829
354.png,Solar Panels,682,663,1202,955
354.png,Body,900,751,1041,876
354.png,Large Antenna,818,812,864,840
354.png,Large Antenna,1060,765,1116,786
354.png,Small Antenna,859,770,1067,824
355.png,Solar Panels,962,729,1064,850
355.png,Body,885,765,1097,832
355.png,Large Antenna,941,860,977,888
355.png,Large Antenna,959,709,999,732
355.png,Small Antenna,934,736,970,860
356.png,Solar Panels,916,812,1037,927
356.png,Solar Panels,918,582,1059,743
356.png,Body,907,730,1044,823
356.png,Large Antenna,1068,804,1122,826
356.png,Large Antenna,817,764,858,792
356.png,Small Antenna,853,778,1069,824
357.png,Solar Panels,723,746,1157,869
357.png,Body,829,765,960,832
357.png,Large Antenna,937,857,979,888
357.png,Large Antenna,937,707,979,734
357.png,Small Antenna,951,733,991,766
358.png,Solar Panels,1021,754,1437,836
358.png,Solar Panels,590,766,913,842
358.png,Body,904,766,1046,831
358.png,Large Antenna,940,858,995,889
358.png,Large Antenna,942,710,996,736
358.png,Small Antenna,929,734,997,861
359.png,Solar Panels,1027,779,1396,934
359.png,Solar Panels,666,658,922,790
359.png,Body,910,744,1070,831
359.png,Large Antenna,916,847,961,870
359.png,Large Antenna,956,711,1010,743
359.png,Small Antenna,914,740,993,852
360.png,Solar Panels,738,552,1070,1024
360.png,Body,829,761,1020,834
360.png,Large Antenna,845,826,903,856
360.png,Large Antenna,1020,745,1043,775
360.png,Small Antenna,894,762,1032,840
361.png,Solar Panels,524,761,892,859
361.png,Solar Panels,989,739,1234,823
361.png,Body,848,759,1032,829
361.png,Large Antenna,929,857,978,884
361.png,Large Antenna,929,706,978,734
361.png,Small Antenna,933,734,988,860
362.png,Solar Panels,612,587,1290,1033
362.png,Body,847,759,1025,841
362.png,Large Antenna,839,829,896,860
362.png,Large Antenna,1025,730,1065,758
362.png,Small Antenna,973,749,1036,788
363.png,Solar Panels,709,743,1356,927
363.png,Body,890,757,1072,869
363.png,Large Antenna,856,838,894,871
363.png,Small Antenna,882,752,1041,843
364.png,Solar Panels,719,555,1088,1025
364.png,Body,829,763,1018,834
364.png,Large Antenna,848,827,906,858
364.png,Large Antenna,1018,744,1043,773
364.png,Small Antenna,896,761,1031,841
365.png,Solar Panels,557,649,1333,1004
365.png,Body,893,757,1021,859
365.png,Large Antenna,1020,835,1075,868
365.png,Large Antenna,847,741,896,761
365.png,Small Antenna,879,754,1040,843
366.png,Solar Panels,815,701,952,946
366.png,Body,819,762,1036,839
366.png,Large Antenna,965,855,997,884
366.png,Large Antenna,902,714,947,739
366.png,Small Antenna,935,738,999,855
367.png,Solar Panels,581,608,1276,924
367.png,Body,882,733,1012,832
367.png,Large Antenna,839,835,892,853
367.png,Large Antenna,1040,731,1086,763
367.png,Small Antenna,878,756,1051,842
368.png,Solar Panels,978,856,1272,995
368.png,Solar Panels,613,674,864,793
368.png,Body,835,771,1036,869
368.png,Large Antenna,878,767,1017,828
368.png,Small Antenna,933,778,967,796
369.png,Solar Panels,668,750,1170,891
369.png,Body,882,764,1022,873
369.png,Large Antenna,1058,788,1104,810
369.png,Small Antenna,994,781,1061,798
370.png,Solar Panels,659,603,1166,1048
370.png,Body,831,760,1004,858
370.png,Large Antenna,928,792,975,824
370.png,Small Antenna,885,783,989,817
371.png,Solar Panels,1019,781,1421,874
371.png,Solar Panels,613,756,918,836
371.png,Body,908,765,1055,848
371.png,Large Antenna,898,853,947,886
371.png,Large Antenna,967,720,1022,740
371.png,Small Antenna,903,737,1003,856
372.png,Solar Panels,539,790,930,944
372.png,Solar Panels,1007,649,1395,800
372.png,Body,907,759,1024,832
372.png,Large Antenna,1003,850,1058,878
372.png,Large Antenna,876,714,930,742
372.png,Small Antenna,892,740,1043,852
373.png,Solar Panels,806,655,1023,891
373.png,Body,819,748,1039,832
373.png,Large Antenna,909,855,951,881
373.png,Small Antenna,938,745,994,856
374.png,Solar Panels,722,706,1285,930
374.png,Body,895,754,1051,874
374.png,Large Antenna,823,791,864,814
374.png,Small Antenna,861,783,928,804
375.png,Solar Panels,709,642,1341,919
375.png,Body,901,719,1074,841
375.png,Large Antenna,1020,800,1066,820
375.png,Large Antenna,858,759,896,788
375.png,Small Antenna,892,778,943,802
376.png,Solar Panels,947,762,1325,853
376.png,Solar Panels,684,757,845,833
376.png,Solar Panels,589,755,681,827
376.png,Body,844,766,1005,832
376.png,Large Antenna,928,858,978,889
376.png,Large Antenna,929,707,979,736
376.png,Small Antenna,933,733,989,860
377.png,Solar Panels,1034,762,1290,864
377.png,Solar Panels,805,741,934,817
377.png,Body,914,760,1072,828
377.png,Large Antenna,946,860,989,884
377.png,Large Antenna,938,706,980,736
377.png,Small Antenna,929,733,986,860
378.png,Solar Panels,965,775,1382,881
378.png,Solar Panels,667,748,866,833
378.png,Solar Panels,557,740,665,817
378.png,Body,866,764,1014,844
378.png,Large Antenna,936,855,989,887
378.png,Large Antenna,938,711,991,737
378.png,Small Antenna,938,734,999,858
